pos,time
0.8490463447482962,0.20000000000000015
0.8294700667737316,0.19900000000000015
0.8361044508688295,0.19900000000000015
0.6015109692952347,0.4120000000000003
-0.657304470611557,0.35800000000000026
0.6793085276993795,0.33200000000000024
-0.522177213942517,0.4930000000000004
-0.8990620897309906,0.1340000000000001
0.5207220375814927,0.5000000000000003
-0.3620585199077857,0.6560000000000005
0.3800954659855649,0.6410000000000005
0.7491310352012495,0.2900000000000002
-0.7498181484008329,0.25400000000000017
0.8773916038118589,0.20600000000000016
-0.7145074824437816,0.2920000000000002
0.4093192032598846,0.6100000000000004
0.559495669035013,0.44200000000000034
0.5812409020441912,0.4230000000000003
0.7898899008992183,0.2580000000000002
0.5122177779840371,0.5210000000000004
0.5715987170595426,0.43700000000000033
-0.8035077549811114,0.2410000000000002
0.5453919924007297,0.47000000000000036
0.6534571529326704,0.34800000000000025
0.7451014657600878,0.2580000000000002
0.23394545882784956,0.7730000000000006
-0.2577995512164257,0.7580000000000006
-0.7117550653499694,0.2960000000000002
0.7182976083725909,0.2820000000000002
-0.450850838537507,0.5750000000000004
0.41887641258126834,0.5860000000000004
-0.8415416148836544,0.18000000000000013
-0.6715548563930829,0.35300000000000026
0.5537720749653346,0.45300000000000035
-0.45634270227997364,0.5730000000000004
0.4418958688931357,0.5780000000000004
0.8951245825455492,0.1360000000000001
-0.8206546496479555,0.20400000000000015
-0.5216587282930886,0.4880000000000004
-0.3801109857631735,0.6280000000000004
-0.8391524119406685,0.16600000000000012
-0.7947879096022468,0.21300000000000016
-0.36597067457648663,0.6650000000000005
-0.5398019708409889,0.47300000000000036
0.5599825054497782,0.4850000000000004
0.37764421288727695,0.6260000000000004
-0.26300216479671024,0.7850000000000006
-0.6544147661252973,0.36700000000000027
0.7090354397615144,0.3130000000000002
-0.8663448464728345,0.1460000000000001
-0.4086611873825032,0.6020000000000004
-0.7774744484044522,0.23100000000000018
0.8020342497414918,0.2410000000000002
-0.8255467472972527,0.21200000000000016
-0.8374215980574717,0.18600000000000014
-0.5850353484421409,0.4300000000000003
0.5779201050138388,0.4290000000000003
0.49416990671211236,0.5220000000000004
-0.6349981303247314,0.3760000000000003
-0.8428245596841213,0.19000000000000014
-0.2766200202455082,0.7290000000000005
0.6140242012935503,0.3880000000000003
0.6632894327512477,0.34300000000000025
-0.8348919563482522,0.17400000000000013
-0.3261340436698698,0.7050000000000005
0.6118994961065253,0.4050000000000003
0.7532982344831203,0.2720000000000002
-0.7832295122400036,0.2440000000000002
0.5648536713290198,0.47400000000000037
0.7118494108817134,0.2970000000000002
0.5124259675930295,0.4990000000000004
-0.7954226939646687,0.23600000000000018
-0.28263156141339413,0.7400000000000005
-0.3724967909897829,0.6730000000000005
0.4813793038159172,0.5290000000000004
-0.6191640683005595,0.3830000000000003
0.7330600030996688,0.2770000000000002
-0.5709828846576628,0.43900000000000033
-0.5268985255248101,0.5020000000000003
-0.8242233592480676,0.20200000000000015
0.7830049989395559,0.23600000000000018
-0.46476861036908257,0.5730000000000004
-0.6743831316333829,0.3920000000000003
0.5496763702801344,0.45200000000000035
-0.5733540374896302,0.4850000000000004
0.6763678675208076,0.32400000000000023
0.896419730726876,0.1290000000000001
0.8692108076586699,0.18100000000000013
0.770992056771336,0.23300000000000018
-0.8494242528416964,0.1530000000000001
0.6097942771939923,0.4100000000000003
-0.7746403903606135,0.23600000000000018
0.549040113567495,0.45900000000000035
-0.7265331978603566,0.2870000000000002
0.4631941067489059,0.5750000000000004
0.5440534988301501,0.46400000000000036
-0.7079839912325828,0.2980000000000002
-0.5615810044913544,0.45500000000000035
-0.2515451754052435,0.7530000000000006
-0.44306353929446124,0.5600000000000004
-0.6802372419644627,0.36200000000000027
0.7715149848300896,0.23500000000000018
0.6957246310841874,0.3050000000000002
0.4198591411300806,0.5880000000000004
-0.32066741928802267,0.6830000000000005
0.3089453093726471,0.6920000000000005
-0.6925808594660547,0.32100000000000023
0.5456500553222081,0.5170000000000003
0.3540070471654142,0.6510000000000005
0.8283035606071806,0.17300000000000013
-0.6241791271222646,0.3870000000000003
0.2697925665495788,0.7540000000000006
-0.7580089754115843,0.25300000000000017
-0.6171747156418445,0.4260000000000003
-0.3844449967869694,0.6230000000000004
-0.6005710792391242,0.43700000000000033
-0.7769040535325674,0.23900000000000018
-0.8602666081970691,0.17600000000000013
0.6334968051751673,0.3920000000000003
0.6001032888450367,0.4010000000000003
-0.5057887622713902,0.5000000000000003
-0.6618203312187707,0.36900000000000027
-0.45485198194315724,0.5550000000000004
-0.34322772752390385,0.6730000000000005
0.4433485718068809,0.5950000000000004
-0.8716459505791626,0.16700000000000012
0.7765184424504051,0.3040000000000002
-0.6327975524455914,0.3700000000000003
0.5670662034072466,0.43400000000000033
0.6743275745039055,0.35500000000000026
-0.8956210598608324,0.11300000000000009
-0.3871610770286121,0.6200000000000004
0.5880736185049387,0.4200000000000003
-0.6938171422367435,0.32300000000000023
0.6934779983435395,0.33000000000000024
0.5467408664418193,0.46900000000000036
0.7859571880548102,0.2410000000000002
0.5973992929722303,0.43200000000000033
-0.8089041010257609,0.24000000000000019
-0.8855998014465507,0.1580000000000001
0.6141610016098762,0.4100000000000003
-0.49295377976239874,0.5080000000000003
0.4045447089712447,0.6090000000000004
-0.47820927404029306,0.5490000000000004
0.7916969716244135,0.25500000000000017
-0.6926945159923992,0.3160000000000002
-0.5331795372885675,0.47900000000000037
-0.7689388872839866,0.2750000000000002
-0.5107078930330204,0.5530000000000004
-0.5254142236100274,0.4980000000000004
